p1,v1,p2,v2,p3,v3,p4,v4,dt
0.0,2.25,0.0,0.0,0.0,0.0,-0.0,0.0,50
0.1125,6.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
0.45,11.25,0.0,0.0,0.0,0.0,-0.0,0.0,50
1.0125,15.750000000000002,0.0,0.0,0.0,0.0,-0.0,0.0,50
1.8,20.249999999999996,0.0,0.0,0.0,0.0,-0.0,0.0,50
2.8125,24.749999999999996,0.0,0.0,0.0,0.0,-0.0,0.0,50
4.05,29.250000000000007,0.0,0.0,0.0,0.0,-0.0,0.0,50
5.5125,33.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
7.2,38.25000000000001,0.0,0.0,0.0,0.0,-0.0,0.0,50
9.1125,42.749999999999986,0.0,0.0,0.0,0.0,-0.0,0.0,50
11.25,47.250000000000014,0.0,0.0,0.0,0.0,-0.0,0.0,50
13.6125,51.74999999999997,0.0,0.0,0.0,0.0,-0.0,0.0,50
16.2,56.25000000000007,0.0,0.0,0.0,0.0,-0.0,0.0,50
19.012500000000003,60.74999999999996,0.0,0.0,0.0,0.0,-0.0,0.0,50
22.05,65.24999999999999,0.0,0.0,0.0,0.0,-0.0,0.0,50
25.3125,69.75000000000001,0.0,0.0,0.0,0.0,-0.0,0.0,50
28.8,74.25000000000004,0.0,0.0,0.0,0.0,-0.0,0.0,50
32.5125,78.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
36.45,83.25000000000003,0.0,0.0,0.0,0.0,-0.0,0.0,50
40.612500000000004,87.74999999999991,0.0,0.0,0.0,0.0,-0.0,0.0,50
45.0,92.25000000000009,0.0,0.0,0.0,0.0,-0.0,0.0,50
49.612500000000004,96.74999999999997,0.0,0.0,0.0,0.0,-0.0,0.0,50
54.45,101.25,0.0,0.0,0.0,0.0,-0.0,0.0,50
59.5125,105.74999999999989,0.0,0.0,0.0,0.0,-0.0,0.0,50
64.8,110.25000000000006,0.0,0.0,0.0,0.0,-0.0,0.0,50
70.3125,114.75000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
76.05000000000001,119.24999999999983,0.0,0.0,0.0,0.0,-0.0,0.0,50
82.0125,123.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
88.2,128.25000000000017,0.0,0.0,0.0,0.0,-0.0,0.0,50
94.61250000000001,132.74999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
101.25,137.25000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
108.11250000000001,141.74999999999983,0.0,0.0,0.0,0.0,-0.0,0.0,50
115.2,146.25,0.0,0.0,0.0,0.0,-0.0,0.0,50
122.5125,150.75000000000017,0.0,0.0,0.0,0.0,-0.0,0.0,50
130.05,155.24999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
137.8125,159.75000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
145.8,164.2500000000001,0.0,0.0,0.0,0.0,-0.0,0.0,50
154.01250000000002,168.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
162.45000000000002,173.2499999999999,0.0,0.0,0.0,0.0,-0.0,0.0,50
171.1125,177.74999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
180.0,177.74999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
188.8875,173.25000000000045,0.0,0.0,0.0,0.0,-0.0,0.0,50
197.55,168.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
205.9875,164.24999999999955,0.0,0.0,0.0,0.0,-0.0,0.0,50
214.2,159.75000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
222.1875,155.24999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
229.95,150.75000000000045,0.0,0.0,0.0,0.0,-0.0,0.0,50
237.4875,146.25,0.0,0.0,0.0,0.0,-0.0,0.0,50
244.8,141.74999999999955,0.0,0.0,0.0,0.0,-0.0,0.0,50
251.8875,137.25000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
258.75,132.74999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
265.3875,128.25000000000045,0.0,0.0,0.0,0.0,-0.0,0.0,50
271.8,123.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
277.9875,119.24999999999955,0.0,0.0,0.0,0.0,-0.0,0.0,50
283.95,114.75000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
289.6875,110.24999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
295.2,105.75000000000045,0.0,0.0,0.0,0.0,-0.0,0.0,50
300.4875,101.25,0.0,0.0,0.0,0.0,-0.0,0.0,50
305.55,96.74999999999955,0.0,0.0,0.0,0.0,-0.0,0.0,50
310.3875,92.25000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
315.0,87.74999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
319.3875,83.25000000000045,0.0,0.0,0.0,0.0,-0.0,0.0,50
323.55,78.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
327.4875,74.24999999999955,0.0,0.0,0.0,0.0,-0.0,0.0,50
331.2,69.75000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
334.6875,65.24999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
337.95,60.750000000000455,0.0,0.0,0.0,0.0,-0.0,0.0,50
340.9875,56.25,0.0,0.0,0.0,0.0,-0.0,0.0,50
343.8,51.75000000000068,0.0,0.0,0.0,0.0,-0.0,0.0,50
346.38750000000005,47.25000000000023,0.0,0.0,0.0,0.0,-0.0,0.0,50
348.75000000000006,42.74999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,50
350.88750000000005,38.250000000000455,0.0,0.0,0.0,0.0,-0.0,0.0,50
352.80000000000007,33.75,0.0,0.0,0.0,0.0,-0.0,0.0,50
354.48750000000007,29.249999999999545,0.0,0.0,0.0,0.0,-0.0,0.0,50
355.95000000000005,24.750000000000227,0.0,0.0,0.0,0.0,-0.0,0.0,50
357.18750000000006,20.249999999999773,0.0,0.0,0.0,0.0,-0.0,0.0,50
358.20000000000005,15.749999999998181,0.0,0.0,0.0,0.0,-0.0,0.0,50
358.98749999999995,11.25,0.0,0.0,0.0,0.0,-0.0,0.0,50
359.54999999999995,6.750000000000682,0.0,0.0,0.0,0.0,-0.0,0.0,50
359.8875,2.2500000000002274,0.0,0.0,0.0,0.0,-0.0,0.0,50
360.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,50
360.0,0.0,0.0,0.07721855882181217,0.0,-1.955794530211108,-0.0,-1.6406250000002842,50
360.0,0.0,0.0038609279410906083,0.23656112998367007,-0.0977897265105554,-5.863532960765383,-0.08203125000001421,-4.921874999999432,50
360.0,0.0,0.015688984440274112,0.4105699109842931,-0.39096637454882455,-9.759774194499471,-0.3281249999999858,-8.203125,50
360.0,0.0,0.036217479989488766,0.6088563788864576,-0.8789550842737981,-13.637034655135949,-0.7382812499999858,-11.484375000000568,50
360.0,0.0,0.06666029893381165,0.8407870831689479,-1.5608068170305955,-17.48809882971898,-1.3125000000000142,-14.765624999999716,50
360.0,0.0,0.10869965309225904,1.115393671001641,-2.4352117585165445,-21.306119091390485,-2.05078125,-18.046875000000284,50
360.0,0.0,0.1644693366423411,1.441290596208944,-3.5005177130860687,-25.084708429490377,-2.953125000000014,-21.32812499999943,50
360.0,0.0,0.2365338664527883,1.826602277608913,-4.754753134560588,-28.818024486977833,-4.019531249999986,-24.609375,50
360.0,0.0,0.32786398033323394,2.278901179121817,-6.195654358909479,-32.50084359753487,-5.249999999999986,-27.89062500000057,50
360.0,0.0,0.4418090392893248,2.805157955027937,-7.820696538786223,-36.12862384442366,-6.644531250000014,-31.171874999999716,50
360.0,0.0,0.5820669370407217,3.4117044545354247,-9.627127731007405,-39.69755651482387,-8.203125,-34.453125000000284,50
360.0,0.0,0.7526521597674929,4.104210024947008,-11.6120055567486,-43.20460568430775,-9.925781250000014,-37.73437499999943,50
360.0,0.0,0.9578626610148433,4.887671207836775,-13.772235840963987,-46.64753602093015,-11.812499999999986,-41.015625,50
360.0,0.0,1.202246221406682,5.766414600807934,-16.104612642010494,-50.02492923554769,-13.863281249999986,-44.29687500000057,50
360.0,0.0,1.4905669514470787,6.744112370776634,-18.60585910378788,-53.33618991338369,-16.078125000000014,-47.578124999999716,50
360.0,0.0,1.8277725699859104,7.823809662825454,-21.272668599457063,-56.581541733042684,-18.45703125,-50.859375000000284,50
360.0,0.0,2.218963053127183,9.00796295838262,-24.101745686109197,-59.76201530809675,-21.000000000000014,-54.14062499999943,50
360.0,0.0,2.669361201046314,10.298488302764497,-27.089846451514035,-62.87942906935626,-23.707031249999986,-57.421875,50
360.0,0.0,3.184285616184539,11.696818246115015,-30.233817904981848,-65.9363647436777,-26.578124999999986,-60.70312500000057,50
360.0,0.0,3.7691265284902897,13.203966324323346,-33.53063614216573,-68.93613907989646,-29.613281250000014,-63.984374999999716,50
360.0,0.0,4.429324844706457,14.820597944593317,-36.977443096160556,-71.8827735288869,-32.8125,-67.26562500000028,50
360.0,0.0,5.170354741936123,16.547106631354325,-40.5715817726049,-74.78096361061688,-36.175781250000014,-70.54687499999943,50
360.0,0.0,5.997710073503839,18.383694727812383,-44.310629953135745,-77.63604970410256,-39.703124999999986,-73.828125,50
360.0,0.0,6.916894809894458,20.33045783271632,-48.19243243834087,-80.45399098755439,-43.394531249999986,-77.10937500000057,50
360.0,0.0,7.933417701530274,22.38747247718038,-52.21513198771859,-83.24134424641159,-47.250000000000014,-80.39062499999972,50
360.0,0.0,9.052791325389293,24.55488681069511,-56.37719920003917,-86.00524926973065,-51.26953125,-83.67187500000028,50
360.0,0.0,10.280535665924049,26.833014368122576,-60.677461663525705,-88.75342258370722,-55.453125000000014,-86.95312499999943,50
360.0,0.0,11.622186384330178,29.222431333366217,-65.11513279271107,-91.49416134148538,-59.800781249999986,-90.234375,50
360.0,0.0,13.083307950998488,31.724078106196885,-69.68984085978533,-94.23635931744911,-64.31249999999999,-93.51562500000057,50
360.0,0.0,14.669511856308333,34.339366427519735,-74.40165882565779,-96.98953716467571,-68.98828125000001,-96.79687499999972,50
360.0,0.0,16.38648017768432,37.07029384202514,-79.25113568389158,-99.76388941028347,-73.828125,-100.07812500000028,50
360.0,0.0,18.239994869785576,39.91956790080167,-84.23933015440575,-102.57035112003052,-78.83203125000001,-103.35937499999943,50
360.0,0.0,20.23597326482566,42.89074326630384,-89.36784771040728,-105.42068780302571,-83.99999999999999,-106.640625,50
360.0,0.0,22.380510428140852,45.98837582924489,-94.63888210055856,-108.32761300955553,-89.33203124999999,-109.92187500000057,50
360.0,0.0,24.679929219603096,49.21819915393115,-100.05526275103634,-111.30493928088583,-94.82812500000001,-113.20312499999972,50
360.0,0.0,27.140839177299654,52.587330138000254,-105.62050971508063,-114.3677697537484,-100.48828125,-116.484375,50
360.0,0.0,29.770205684199667,56.104512850998844,-111.33889820276805,-117.53273996740916,-106.3125,-119.765625,50
360.0,0.0,32.57543132674961,59.7804123158582,-117.21553520113851,-120.81832250280826,-112.30078125,-123.046875,50
360.0,0.0,35.56445194254252,63.62797382836618,-123.25645132627892,-124.24521134774125,-118.453125,-126.328125,50
360.0,0.0,38.74585063396083,67.66286873204876,-129.46871189366598,-127.83680884444493,-124.76953125,-129.609375,50
360.0,0.0,42.128994070563266,70.09755559013797,-135.86055233588823,-128.36195389294744,-131.25,-129.609375,50
360.0,0.0,45.633871850070165,70.69935834122987,-142.2786500305356,-125.77219563834717,-137.73046875,-126.328125,50
360.0,0.0,49.16883976713166,71.16160104270648,-148.56725981245296,-123.28143098116925,-144.046875,-123.046875,50
360.0,0.0,52.72691981926698,71.49401335931742,-154.73133136151142,-120.8742128631684,-150.19921875,-119.765625,50
360.0,0.0,56.30162048723285,71.70459157670592,-160.77504200466984,-118.53641241262096,-156.1875,-116.484375,50
360.0,0.0,59.88685006606815,71.79980787639408,-166.7018626253009,-116.2549792929508,-162.01171875,-113.203125,50
360.0,0.0,63.47684045988785,71.78478171059623,-172.51461158994843,-114.0177375400583,-167.671875,-109.921875,50
360.0,0.0,67.06607954541767,71.66342025503099,-178.21549846695135,-111.81321040270575,-173.16796875,-106.640625,50
360.0,0.0,70.64925055816921,71.43853361486521,-183.80615898708663,-109.63046911545177,-178.5,-103.35937500000057,50
360.0,0.0,74.22117723891247,71.11192947466094,-189.28768244285922,-107.45900168014771,-183.66796875000003,-100.07812499999943,50
360.0,0.0,77.77677371264552,70.68449115233477,-194.6606325268666,-105.28859868260156,-188.671875,-96.796875,50
360.0,0.0,81.31099827026226,70.15624249102927,-199.92506246099668,-103.10925398096515,-193.51171875,-93.515625,50
360.0,0.0,84.81881039481372,69.52640266645744,-205.08052516004494,-100.91107881704488,-198.1875,-90.234375,50
360.0,0.0,88.2951305281366,68.79343377504625,-210.1260791008972,-98.6842285536352,-202.69921875,-86.953125,50
360.0,0.0,91.73480221688891,67.95508398098491,-215.06029052857895,-96.41884185911294,-207.046875,-83.671875,50
360.0,0.0,95.13255641593815,67.00842902261428,-219.8812326215346,-94.10499276331393,-211.23046875,-80.39062500000057,50
360.0,0.0,98.48297786706887,65.94991499657112,-224.5864822597003,-91.73265661072605,-215.25000000000003,-77.10937499999943,50
360.0,0.0,101.78047361689742,64.77540553727721,-229.1731150902366,-89.29169154293561,-219.10546875,-73.828125,50
360.0,0.0,105.01924389376128,63.4802367690952,-233.63769966738337,-86.77183774822993,-222.796875,-70.54687500000057,50
360.0,0.0,108.19325573221604,62.05928370347493,-237.97629155479487,-84.1627373057753,-226.32421875000003,-67.26562499999943,50
360.0,0.0,111.29621991738979,60.507042043721526,-242.18442842008363,-81.4539779920915,-229.6875,-63.98437500000057,50
360.0,0.0,114.32157201957587,58.81772959279914,-246.2571273196882,-78.635164856762,-232.88671875000003,-60.70312499999943,50
360.0,0.0,117.26245849921582,56.985411560545174,-250.1888855625263,-75.69602363605782,-235.921875,-57.421875,50
360.0,0.0,120.11172907724308,55.004153940468825,-253.9736867443292,-72.62654005442869,-238.79296875,-54.14062500000057,50
360.0,0.0,122.86193677426652,52.868208653978854,-257.60501374705063,-69.41713863571294,-241.50000000000003,-50.85937499999943,50
360.0,0.0,125.50534720696547,50.572233204512145,-261.0758706788363,-66.058903655927,-244.04296875,-47.578125,50
360.0,0.0,128.03395886719107,48.11154600097325,-264.37881586163263,-62.54384315762195,-246.421875,-44.296875,50
360.0,0.0,130.43953616723974,45.48241616801647,-267.50600801951373,-58.86519436553499,-248.63671875,-41.015625,50
360.0,0.0,132.71365697564056,42.68238347460624,-270.4492677377905,-55.01776529929998,-250.6875,-37.73437500000057,50
360.0,0.0,134.84777614937087,39.71059998785904,-273.2001560027555,-50.9983028788929,-252.57421875000003,-34.453125,50
360.0,0.0,136.83330614876382,36.56818034383946,-275.7500711467001,-46.80587252927012,-254.29687500000003,-31.171875,50
360.0,0.0,138.6617151659558,33.25854246359313,-278.0903647731636,-42.4422285999276,-255.85546875000003,-27.89062499999943,50
360.0,0.0,140.32464228913545,29.787715701341995,-280.21247620316,-37.91214946639798,-257.25,-24.609375,50
360.0,0.0,141.81402807420255,26.164589583908082,-282.1080836764799,-33.22370686992599,-258.48046875,-21.328125000001137,50
360.0,0.0,143.12225755339796,22.401074432690393,-283.7692690199762,-28.38843694672846,-259.54687500000006,-18.046875,50
360.0,0.0,144.24231127503248,18.51214620524786,-285.18869086731263,-23.421381579441913,-260.44921875000006,-14.765625,50
360.0,0.0,145.16791858529487,14.515752597357618,-286.3597599462847,-18.340974011596245,-261.18750000000006,-11.484374999998863,50
360.0,0.0,145.89370621516275,10.432566088051658,-287.27680864686454,-13.168752419969678,-261.76171875,-8.203125,50
360.0,0.0,146.41533451956533,6.285581780497296,-287.935246267863,-7.928898878637938,-262.171875,-4.921875000001137,50
360.0,0.0,146.7296136085902,2.099572386697446,-288.3316912117949,-2.647617514135163,-262.41796875000006,-1.640625,50
360.0,0.0,146.83459222792507,0.0,-288.4640720875017,0.0,-262.50000000000006,0.0,50
360.0,0.7749999999998636,146.83459222792507,-2.947721906480183,-288.4640720875017,6.3559878088540245,-262.5,0.0,50
360.03875,2.3249999999995907,146.68720613260106,-8.783929756913267,-288.146272697059,19.014816503149632,-262.5,0.0,50
360.155,3.8750000000004547,146.2480096447554,-14.44539653593722,-287.1955318719015,31.51765839954578,-262.5,0.0,50
360.34875,5.425000000000182,145.52573981795854,-19.82511303296974,-285.6196489519242,43.77158058802934,-262.5,0.0,50
360.62,6.974999999999909,144.53448416631005,-24.828975091497796,-283.43106992252274,55.698751071035986,-262.5,0.0,50
360.96875,8.524999999999636,143.29303541173516,-29.37860563806396,-280.64613236897094,67.23984974119503,-262.5,0.0,50
361.395,10.0750000000005,141.82410512983196,-33.41244211529499,-277.2841398819112,78.35553334193946,-262.5,0.0,50
361.89875,11.625000000000227,140.1534830240672,-36.88523841348115,-273.3663632148142,89.02612597327106,-262.5,0.0,50
362.48,13.174999999999955,138.30922110339316,-39.7663346810873,-268.91505691615066,99.24993701428093,-262.5,0.0,50
363.13875,14.724999999999682,136.3209043693388,-42.03713532621407,-263.9525600654366,109.04070605884726,-262.5,0.0,50
363.875,16.275000000000546,134.2190476030281,-43.688219797163015,-258.50052476249425,118.42465623329417,-262.5,0.0,50
364.68875,17.824999999999136,132.03463661316994,-44.71642899639164,-252.57929195082954,127.43754446931007,-262.5,0.0,50
365.58,19.375,129.79881516335035,-45.12216201291068,-246.20741472736404,136.12197458677656,-262.5,0.0,50
366.54875,20.925000000000864,127.54270706270482,-44.90701350401736,-239.4013159980252,144.52512046553238,-262.5,0.0,50
367.595,22.474999999999454,125.29735638750395,-44.07179847702736,-232.1750599747486,152.69691115325372,-262.5,0.0,50
368.71875,24.02500000000032,123.09376646365259,-42.61495387701757,-224.5402144170859,160.68866344440835,-262.5,0.0,50
369.92,25.575000000000045,120.9630187698017,-40.531273370407916,-216.5057812448655,168.5521078663453,-262.5,0.0,50
371.19875,27.124999999999773,118.93645510128131,-37.81091774943093,-208.07817585154822,176.3387348477704,-262.5,0.0,50
372.555,28.6749999999995,117.04590921380976,-34.43864262136174,-199.2612391091597,184.09938210811788,-262.5,0.0,50
373.98875,30.225000000000364,115.32397708274168,-30.393192562816296,-190.0562700037538,191.8839858994653,-262.5,0.0,50
375.5,31.77500000000009,113.80431745460086,-25.64682324293983,-180.46207070878054,199.7414230469036,-262.5,0.0,50
377.08875,33.32499999999982,112.52197629245387,-20.16492811966515,-170.47499955643536,207.71937459066976,-262.5,0.0,50
378.755,34.874999999999545,111.51372988647061,-13.90576335149376,-160.08903082690188,215.86414317136928,-262.5,0.0,50
380.49875,36.42500000000041,110.81844171889593,-6.820283599053312,-149.2958236683334,224.22035382170066,-262.5,0.0,50
382.32,37.975000000000136,110.47742753894326,1.1478769023469226,-138.08480597724838,232.83046072320275,-262.5,0.0,50
384.21875,39.524999999999864,110.5348213840606,10.0622181564475,-126.44328294108824,241.73397028006747,-262.5,0.0,50
386.195,41.07499999999959,111.03793229188298,19.992892800041773,-114.35658442708487,250.96627341722524,-262.5,0.0,50
388.24875,42.625000000000455,112.03757693188507,31.015802184089125,-101.8082707562236,260.55695772079844,-262.5,0.0,50
390.38,44.17500000000018,113.58836704108953,43.211100006851666,-88.78042287018368,270.52744426915353,-262.5,0.0,50
392.58875,45.72499999999991,115.74892204143211,56.660884291697755,-75.25405065672601,280.8877678488332,-262.5,0.0,50
394.875,47.274999999999636,118.581966256017,71.44580701710339,-61.20966226428435,291.6322987286233,-262.5,0.0,50
397.23875,48.8250000000005,122.15425660687217,87.64028469571485,-46.62804732785318,302.7341998856332,-262.5,0.0,50
399.68,50.37500000000023,126.53627084165791,105.30596762871085,-31.491337333571522,314.13844282468233,-262.5,0.0,50
402.19875,51.924999999999955,131.80156922309345,124.48314562073051,-15.784415192337406,325.75329393608854,-262.5,0.0,50
404.795,53.47499999999968,138.02572650412998,145.1798718928626,0.5032495044670213,337.4403673995383,-262.5,0.0,50
407.46875,55.025000000000546,145.2847200987731,167.35882659063805,17.375267874443935,349.0036627972066,-262.5,0.0,50
410.22,56.574999999999136,153.652661428305,190.92237617930664,34.825451014304264,360.17850589302697,-262.5,0.0,50
413.04875,58.125,163.19878023727034,215.69696421992376,52.83437630895561,370.6220042193587,-262.5,0.0,50
415.955,59.675000000000864,173.98362844826653,241.418894063533,71.36547651992355,379.9074653419967,-262.5,0.0,50
418.93875,61.224999999999454,186.05457315144318,267.7246310559548,90.36084978702338,387.52603714198926,-262.5,0.0,50
422.0,61.22500000000059,199.44080470424092,286.66088480022324,109.73715164412285,383.2707717750017,-262.5,0.0,50
425.06125000000003,59.67499999999973,213.77384894425208,296.00809070352227,128.90069023287293,367.3168919224406,-262.5,0.0,50
428.045,58.125,228.5742534794282,302.30671727902745,147.26653482899496,349.6607027525488,-262.5,0.0,50
430.95125,56.574999999999136,243.68958934337957,305.67619359347646,164.7495699666224,330.54572454974505,-262.5,0.0,50
433.78,55.025000000000546,258.9733990230534,306.3233292412326,181.27685619410966,310.2871827395609,-262.5,0.0,50
436.53125,53.47500000000082,274.289565485115,304.5231795417533,196.7912153310877,289.24378214073556,-262.5,0.0,50
439.20500000000004,51.92499999999882,289.5157244622027,300.59536368961403,211.25340443812448,267.7886951966133,-262.5,0.0,50
441.80125,50.37500000000023,304.5454926466834,294.87964386419094,224.64283919795514,246.2834532454906,-262.5,0.0,50
444.32,48.82499999999936,319.28947483989293,287.71394162567617,236.95701186022967,225.05736083935744,-262.5,0.0,50
446.76124999999996,47.27500000000077,333.67517192117674,279.41685767621834,248.20987990219754,204.39367045306312,-262.5,0.0,50
449.125,45.72499999999991,347.64601480498766,270.2755570221234,258.4295634248507,184.52247010311794,-262.5,-103.11373860013191,50
451.41125,44.17500000000018,361.1597926560938,260.53888004924147,267.6556869300066,165.6193144960048,-267.6556869300066,-165.6193144960048,50
453.62,42.625000000000455,374.1867366585559,250.41488587715776,275.93665265480684,147.80815474821566,-275.93665265480684,-147.80815474821566,50
455.75125,41.074999999998454,386.7074809524138,240.07173432719128,283.3270603922176,131.16703530799555,-283.3270603922176,-131.16703530799555,50
457.80499999999995,39.525000000001,398.71106766877335,229.64078900151208,289.8854121576174,115.73520301911913,-289.8854121576174,-115.73520301911913,50
